ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-00016621,PR-40001620,"The After School Klub Charlestown East","The After School Klub Pty Ltd","Centre-Based Care","CHARLESTOWN EAST PUBLIC SCHOOL, 90 JAMES ST",CHARLESTOWN,NSW,2290,1300827500,,"The approved provider must ensure that the education and care service only provides education and care for children over preschool age. The approved provider must ensure that, for each child being educated and cared for by the service, the education and care service premises has at least 2.42 square metres of unencumbered indoor space.",85,22/07/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2025",,,,,,,,,,,"October 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00016623,PR-40031654,"Inspire Riverstone","INSPIRE EDUCATION & CARE PTY LIMITED","Centre-Based Care","RIVERSTONE HIGH SCHOOL HERITAGE, 71 MCCULLOCH ST",RIVERSTONE,NSW,2765,0296744644,,,121,30/05/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2025",,,,,,,,,,,"November 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,07:00,09:30,07:00,09:30,07:00,09:30,07:00,09:30,07:00,09:30,,,,,14:15,18:30,14:15,18:30,14:15,18:30,14:15,18:30,14:15,18:30,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-00016632,PR-40006598,"Little Zaks Academy Plumpton","LZ PTY LTD","Centre-Based Care","23 BUNGALOW RD",PLUMPTON,NSW,2761,0291254982,,,80,27/06/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2025",,,,,,,,,,,"December 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016633,PR-40006598,"Little Zaks Academy Mount Hutton","LZ PTY LTD","Centre-Based Care","10-14 WILSONS RD","MOUNT HUTTON",NSW,2290,0243260792,,,110,03/06/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2025",,,,,,,,,,,"September 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016646,PR-00009412,"Lakeshore Early Learning","FORBES EARLY LEARNING PTY LTD","Centre-Based Care","26 BANDON ST",FORBES,NSW,2871,,,,104,07/11/2024,,,,,,,,,,,,,,,,,,,,"July 2025",Yes,No,No,No,No,No,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00016651,PR-40011272,"Thornton North Early Learning Centre","SANCTUARY EARLY LEARNING CENTRE PTY LTD","Centre-Based Care","50 THORNCLIFFE AVE",THORNTON,NSW,2322,0240566665,,,132,02/07/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2025",,,,,,,,,,,"October 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016659,PR-40021679,"Ambrose School Age Care, St Margaret Mary's Merrylands","CATHOLIC DIOCESE OF PARRAMATTA SERVICES LTD","Centre-Based Care","7-11 CHETWYND RD",MERRYLANDS,NSW,2160,0428718953,,,149,05/07/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2025",,,,,,,,,,,"November 2025",No,No,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,Yes
SE-00016660,PR-00005054,"Greater Hume Children Services Culcairn OSHC","Greater Hume Shire Council","Centre-Based Care","CULCAIRN PUBLIC SCHOOL, 43 BALFOUR ST",CULCAIRN,NSW,2660,0409991512,,,26,19/07/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2025",,,,,,,,,,,"October 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:15,08:45,07:15,08:45,07:15,08:45,07:15,08:45,07:15,08:45,,,,,15:15,17:45,15:15,17:45,15:15,17:45,15:15,17:45,15:15,17:45,,,,,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,No
SE-00016661,PR-00009439,"Alpha Kids Academy GH","GLEDSWOOD HILLS INVESTMENTS PTY LTD","Centre-Based Care","128-132 GLEDSWOOD HILLS DR","GLEDSWOOD HILLS",NSW,2557,0272283888,,,99,03/02/2025,,,,,,,,,,,,,,,,,,,,"July 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016663,PR-40021679,"Ambrose School Age Care, Holy Family, Granville East","CATHOLIC DIOCESE OF PARRAMATTA SERVICES LTD","Centre-Based Care","199 The Trongate","East Granville",NSW,2142,,,,27,26/06/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2025",,,,,,,,,,,"October 2025",No,No,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,Yes
SE-00016666,PR-00000898,"Great Beginnings Belmont North","G8 Education Limited","Centre-Based Care","10 ELIDGE CR","BELMONT NORTH",NSW,2280,0240620599,,,110,19/08/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2025",,,,,,,,,,,"November 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016668,PR-40031474,"Southside Montessori School","SOUTHSIDE MONTESSORI SOCIETY LIMITED","Centre-Based Care","SOUTHSIDE MONTESSORI SCHOOL, 35 LILLIAN RD",RIVERWOOD,NSW,2210,0295331229,,,58,03/07/2024,,,,,,,,,,,,,,,,,,,,"November 2025",No,Yes,No,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,08:30,15:00,08:30,15:00,08:30,15:00,08:30,15:00,08:30,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016673,PR-40000121,"Active Kids St Finbarr's","Ms Wendy Lee Pizzol","Centre-Based Care","1 ARAKWAL CT","BYRON BAY",NSW,2481,0432165551,,,75,06/08/2024,,,,,,,,,,,,,,,,,,,,"December 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-00016686,PR-40022356,"SCECS OSHC St Paul of the Cross Dulwich Hill","SYDNEY CATHOLIC EARLY CHILDHOOD SERVICES LTD","Centre-Based Care","ST PAULS SCHOOL, 14-16 MAY ST","DULWICH HILL",NSW,2203,0295688628,,,54,19/07/2024,,,,,,,,,,,,,,,,,,,,"November 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,Yes
SE-00016689,PR-40035064,"NEIGHBOURHOOD ELC","TAVANA GROUP PTY LTD","Centre-Based Care","9 STUART AV",NORMANHURST,NSW,2076,0284188222,,,48,14/08/2024,,,,,,,,,,,,,,,,,,,,"November 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00016691,PR-40024144,"LEGO'S CHILDCARE","ATMA SHILA PTY LTD","Centre-Based Care","23 CURTIS RD","CHESTER HILL",NSW,2162,0404289979,,,36,11/04/2025,,,,,,,,,,,,,,,,,,,,"June 2025",Yes,No,No,Yes,Yes,Yes,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00016692,PR-40029537,"Futuro Childcare & Education - Bardia","Futuro Early Learning Pty Ltd","Centre-Based Care","77 BARDIA AV",BARDIA,NSW,2565,1300388876,,,122,28/08/2024,,,,,,,,,,,,,,,,,,,,"November 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016694,PR-00005777,"Young Academics Early Learning Centre Schofields, Westminster St","Kazcorp Holdings Pty Ltd","Centre-Based Care","54 WESTMINSTER ST",SCHOFIELDS,NSW,2762,1300668993,,,106,23/08/2024,,,,,,,,,,,,,,,,,,,,"November 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016696,PR-40011145,"Howlong Public School TheirCare","TheirCare Pty Ltd","Centre-Based Care","Hawkins St, Howlong Public School",Howlong,NSW,2643,1300072410,,,39,22/07/2024,,,,,,,,,,,,,,,,,,,,"October 2024",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00016700,PR-00005345,"Bourke Public School Early Years Transition Centre","Department of Education","Centre-Based Care","BOURKE PUBLIC SCHOOL, 17-19 GREEN ST",BOURKE,NSW,2840,0427701550,,,20,03/10/2025,,,,,,,,,,,,,,,,,,,,"September 2024",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,08:30,15:00,08:30,15:00,08:30,15:00,08:30,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016703,PR-40022356,"SCECS OSHC St Mary's Erskineville","SYDNEY CATHOLIC EARLY CHILDHOOD SERVICES LTD","Centre-Based Care","56 SWANSON ST",ERSKINEVILLE,NSW,2043,0295688628,,,105,23/07/2024,,,,,,,,,,,,,,,,,,,,"October 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,Yes
SE-00016707,PR-00005345,"Queanbeyan South Public School Ngurranbai Transition Centre","Department of Education","Centre-Based Care","QUEANBEYAN SOUTH PUBLIC SCHOOL, 101 CAMERON RD",KARABAR,NSW,2620,0262973043,,,18,03/10/2025,,,,,,,,,,,,,,,,,,,,"June 2025",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,09:00,14:45,09:00,14:45,09:00,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016713,PR-00009517,"Oz Education Glendale","OZ EDUCATION LAKE MACQUARIE PTY LTD","Centre-Based Care","306-308 Lake Road",GLENDALE,NSW,2285,0240037890,,,90,05/05/2025,,,,,,,,,,,,,,,,,,,,"October 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016715,PR-40002234,"TeamKids - Beverly Hills Public School","TEAM HOLIDAY PTY LTD","Centre-Based Care","Cnr King Georges & Stoney Creek Road","Beverly Hills",NSW,2209,1300035000,,,70,27/06/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2025",,,,,,,,,,,"August 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00016717,PR-00005646,"Learn & Laugh Epping","Learn & Laugh Pty Ltd","Centre-Based Care","25 RAY RD",EPPING,NSW,2121,0296973152,,,50,14/03/2025,,,,,,,,,,,,,,,,,,,,"August 2025",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016723,PR-40035972,"Grove Start","GROVE LEARNING MILLTHORPE PTY LTD","Centre-Based Care","32 PARK ST",MILLTHORPE,NSW,2798,0480635224,,"The approved provider must ensure that the education and care service only provides education and care for children 36 months- preschool age.",24,24/07/2024,,,,,,,,,,,,,,,,,,,,"November 2025",Yes,No,No,No,No,No,No,08:30,16:30,,,08:30,16:30,08:30,16:30,08:30,16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016725,PR-40013148,"Orchard Early Learning Centre Ryde","Orchard Early Learning Centres Pty Ltd ATF The Orchard ELC Unit Trust","Centre-Based Care","176 QUARRY RD",RYDE,NSW,2112,,,,95,29/08/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2025",,,,,,,,,,,"October 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016727,PR-40011178,"Go Kindy Warners Bay","GK MEREWETHER PTY LTD","Centre-Based Care","75 ALBERT ST","WARNERS BAY",NSW,2282,0240620536,,,76,26/07/2024,,,,,,,,,,,,,,,,,,,,"November 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,06:00,18:00,06:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016728,PR-00004272,"Crescent Head OOSH/Vacation Care","Kempsey Family Day Care Inc","Centre-Based Care","CRESCENT HEAD PUBLIC SCHOOL, 44-52 PACIFIC ST","CRESCENT HEAD",NSW,2440,0265626387,,,28,23/08/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2025",,,,,,,,,,,"November 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,,,,,14:55,18:00,14:55,18:00,14:55,18:00,14:55,18:00,14:55,18:00,,,,,,,,,,,,,,,,,,,No
SE-00016735,PR-00009550,"Voyage Education","ST ISAAC FAMILY PTY LTD","Centre-Based Care","2-4 TIMOTHY ST",HURSTVILLE,NSW,2220,,,,25,16/09/2024,,,,,,,,,,,,,,,,,,,,"October 2025",Yes,No,No,No,No,No,No,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00016751,PR-40002838,"Enfield Public School OOSH","PALLAMAR HOLDINGS PTY. LTD.","Centre-Based Care","ENFIELD PUBLIC SCHOOL, 34A BEAUMARIS ST",ENFIELD,NSW,2136,0297474259,,,60,20/09/2024,,,,,,,,,,,,,,,,,,,,"October 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,09:30,07:00,09:30,07:00,09:30,07:00,09:30,07:00,09:30,,,,,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,Yes
SE-40021696,PR-40004177,"CatholicCare Early Learning Centre","Catholic Family Welfare Services","Centre-Based Care","19 College Avenue, All Saints Catholic Parish","SHELLHARBOUR CITY",NSW,2529,0242116161,,,59,14/03/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Sep 2023",,,,,,,,,,,"September 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40021699,PR-40015013,"Clever Cubs Smithfield","DUCK & WAFFLE INVESTMENTS PTY LTD","Centre-Based Care","60 Charles St",SMITHFIELD,NSW,2164,,,,56,11/11/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2023",,,,,,,,,,,"September 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40021729,PR-40021679,"Ambrose Early Learning, Santa Sophia, Box Hill","CATHOLIC DIOCESE OF PARRAMATTA SERVICES LTD","Centre-Based Care","10 Red Gables Road","BOX HILL",NSW,2765,"0459 927 222",,,60,24/12/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2023",,,,,,,,,,,"August 2025",Yes,No,No,No,No,No,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40021730,PR-00003918,"Cabonne Out of School Hours Care - Molong","Cabonne Shire Council","Centre-Based Care","Molong Central School, 68-70 Phillip St",MOLONG,NSW,2866,0263923291,,,44,21/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2025","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Sep 2023",,"March 2025",No,No,No,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,07:00,08:55,07:00,08:55,07:00,08:55,07:00,08:55,07:00,08:55,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
SE-40021736,PR-40000763,"Sunshine Bay Early Learning Centre","Broulee Early Learning Centre Pty Ltd","Centre-Based Care","2-8 Cunningham Cres","SUNSHINE BAY",NSW,2536,0244722233,,,100,12/11/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Dec 2024","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Apr 2023",,"December 2025",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40021738,PR-40023185,"Bathurst Little Learning Preschool","BATHURST LITTLE LEARNING CENTRE PTY LTD","Centre-Based Care","288 Havannah St","SOUTH BATHURST",NSW,2795,0478255911,,,23,05/11/2021,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Apr 2023",,,,,,,,,,,"June 2025",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40021747,PR-00005683,"Little Angels at Mascot Central","Young Men's Christian Association of Sydney","Centre-Based Care","Childcare at Quadrant 2, 19-33 Kent Road",MASCOT,NSW,2020,0429843498,,,68,16/11/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2023",,,,,,,,,,11/11/2024,"February 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,Yes
SE-40021760,PR-40016364,"Little Lions Mascot","LITTLE LION EARLY LEARNING PTY LTD","Centre-Based Care","U 209  256b Coward St",MASCOT,NSW,2020,0430303190,,,74,10/12/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2023",,,,,,,,,,,"August 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40021782,PR-40006598,"Little Zak's Academy Shellharbour","LZ PTY LTD","Centre-Based Care","73 Cygnet Ave","SHELLHARBOUR CITY CENTRE",NSW,2529,"02 4221 9636",,,138,16/12/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2023",,,,,,,,,,,"December 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40021803,PR-00004418,"York Outside School Hours Care","Penrith City Council","Centre-Based Care","York Public School, 224 Evan St","SOUTH PENRITH",NSW,2750,0437283372,,,44,15/12/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2023",,,,,,,,,,,"April 2025",No,No,No,Yes,Yes,Yes,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,No
SE-40021807,PR-00004799,"Pooncarie PreSchool","Gyndarna Indigenous Corporation","Centre-Based Care","Pooncarie Primary School, 70-82 Tarcoola St",POONCARIE,NSW,2648,0350274333,,,16,24/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2023",,,,,,,,,,,"May 2024",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,08:00,16:30,08:00,16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
